supplier,code,description,brand,price,category
PRISA,PRI85117AMA,LANA OVILLO NP AMARILLO 50 G PAQUETE DE 10 UNIDADES,NP,9298.888888888889,LANA OVILLO
PRISA,PRI85117AZU,LANA OVILLO NP AZUL 50 G PAQUETE DE 10 UNIDADES,NP,9298.888888888889,LANA OVILLO
PRISA,PRI85117BLA,LANA OVILLO NP BLANCO 50 G PAQUETE DE 10 UNIDADES,NP,9298.888888888889,LANA OVILLO
PRISA,PRI85117CAF,LANA OVILLO NP CAFE 50 G PAQUETE DE 10 UNIDADES,NP,9298.888888888889,LANA OVILLO
PRISA,PRI85117NJA,LANA OVILLO NP NARANJO 50 G PAQUETE DE 10 UNIDADES,NP,9298.888888888889,LANA OVILLO
PRISA,PRI85117NGR,LANA OVILLO NP NEGRO 50 G PAQUETE DE 10 UNIDADES,NP,9298.888888888889,LANA OVILLO
PRISA,PRI85117RJ,LANA OVILLO NP ROJO 50 G PAQUETE DE 10 UNIDADES,NP,9298.888888888889,LANA OVILLO
PRISA,PRI85117VCL,LANA OVILLO NP VERDE CLARO 50 G PAQUETE DE 10 UNIDADES,NP,9298.888888888889,LANA OVILLO
PRISA,PRI85117VOSC,LANA OVILLO NP VERDE OSCURO 50 G PAQUETE DE 10 UNIDADES,NP,9298.888888888889,LANA OVILLO
PRISA,PRI45408,ORGANIZADOR DE ESCRITORIO OFFIONE MALLA 7 DIVISIONES,OFFIONE,9298.888888888889,ORGANIZADOR DE ESCRITORIO
PRISA,PRI87567,PAPEL PLOTTER DIAZOL BOND 61 CM X 50 M,DIAZOL,9306.666666666666,PAPEL PLOTTER
PRISA,PRI33315L,GUANTES DE NITRILO TOP GLOVE EXAMINACION CON POLVO TALLA L AZUL 50 PARES,TOP GLOVE,9315.555555555555,GUANTES DE
PRISA,PRI26805,TECLADO MAXELL MULTIFUNCIONAL KB-100 NEGRO,MAXELL,9315.555555555555,TECLADO MAXELL MULTIFUNCIONAL
PRISA,PRI10164,VIRUTILLA LIQUIDA NEO 5 L,NEO,9361.111111111111,VIRUTILLA LIQUIDA
PRISA,71788,TOALLA DE PAPEL TECNOROLL JUMBO 2 ROLLOS 200 M HOJA SIMPLE,TECNOROLL,9393.055555555555,TOALLA DE PAPEL
PRISA,PRI71788,TOALLA DE PAPEL TECNOROLL JUMBO 2 ROLLOS 200 M HOJA SIMPLE,TECNOROLL,9393.333333333334,TOALLA DE PAPEL
PRISA,PRI14048,ETIQUETA INK/LASER AUTOADHESIVA ADETEC 10 POR HOJA 101X51 MM 50 UNIDADES,ADETEC,9395.555555555555,ETIQUETA LASER
PRISA,PRI86665,ETIQUETA INK/LASER AUTOADHESIVA ADETEC 2 POR HOJA 212X138 MM 50 UNIDADES,ADETEC,9395.555555555555,ETIQUETA LASER
PRISA,PRI14047,ETIQUETA INK/LASER AUTOADHESIVA ADETEC 20 POR HOJA 101X25 MM 50 UNIDADES,ADETEC,9395.555555555555,ETIQUETA LASER
PRISA,PRI14042,ETIQUETA INK/LASER AUTOADHESIVA ADETEC 66 POR HOJA 35X25 MM 50 UNIDADES,ADETEC,9395.555555555555,ETIQUETA LASER
PRISA,PRI14043,ETIQUETA INK/LASER AUTOADHESIVA ADETEC 80 POR HOJA 44X13 MM 50 UNIDADES,ADETEC,9395.555555555555,ETIQUETA LASER
PRISA,PRI10426,ETIQUETA INKJET AUTOADHESIVA ADETEC 24 POR HOJA 70X35 MM 50 UNIDADES,ADETEC,9395.555555555555,ETIQUETA AUTOADHESIVA
PRISA,PRI85947,CALCULADORA BASICA CASIO MS-7 HMS ESCR/S 10 DIGITOS,CASIO,9400.0,CALCULADORA BASICA CASIO
PRISA,PRI84435,LIBRETA DE CORRESPONDENCIA BUHO N¬∫ 1810 100 HOJAS,BUHO,9400.0,LIBRETA DE CORRESPONDENCIA
PRISA,PRI89249,CAFE INSTANTANEO GOLD STICK 1.8 G 96 SOBRES,GOLD,9420.0,CAFE INSTANTANEO GOLD
PRISA,PRI89632,DISPENSADOR CINTA UNIVERSAL GRANDE T-20031,KEN,2692.222222222222,DISPENSADOR CINTA UNIVERSAL
PRISA,PRI44169,BASTON CODERA FIJA ADICARE TALLA L,ADICARE,9454.444444444443,BASTON CODERA FIJA
PRISA,PRI44170,BASTON DE ALUMINIO ADICARE CODERA FIJA M REGULABLE,ADICARE,9454.444444444443,BASTON DE ALUMINIO
PRISA,PRI32151,BOTIQUIN 3M NEXCARE EVOLUTION 22 PIEZAS,NEXCARE,9458.888888888889,BOTIQUIN 3M NEXCARE
PRISA,PRI72853,LAMINA TERMOLAMINADA BARRILITO CARTA 22.9 X 29.2 CM.100 MICRONES,BARRILITO,9467.777777777777,LAMINA BARRILITO
PRISA,PRI72250,BOLSA DE REGALO FECO GOLDEN CIRCULO 26X32 CM 12 UNIDADES,FECO,9472.222222222223,BOLSA REGALO
PRISA,PRI72253,BOLSA DE REGALO FECO ZOO 26X32 CM 12 UNIDADES,FECO,9472.222222222223,BOLSA REGALO
PRISA,PRI72520,CLAVADORA ENGRAPADORA NOVUS J-13,NOVUS,9484.444444444443,CLAVADORA NOVUS
PRISA,PRI85251,CLIP METALICO PEDIN 30 MM 1 KG PUNTA REDONDA DORADA,PEDIN,9484.444444444443,CLIP METALICO
PRISA,PRI13289,GALLETA NESTLE CHOKITA 30 G 20 UNIDADES,NESTLE,9484.444444444443,GALLETA NESTLE CHOKITA
PRISA,PRI83406,LAMINA TERMOLAMINADA BARRILITO CARTA 5 125 MIC 229X292 MM 100 UNIDADES,BARRILITO,9484.444444444443,LAMINA BARRILITO
PRISA,PRI28045,LAMINA TERMOLAMINADA DAHLE CARTA 5 229X292 MM 125 MIC 100 UNIDADES,DAHLE,9484.444444444443,LAMINA DAHLE
PRISA,PRI17904,RESMA PAPEL FOTOCOPIA ENGATEL PREPICADO 5.5 HORIZONTAL CARTA 500 HOJAS,ENGATEL,11573.333333333334,RESMA FOTOCOPIA
PRISA,PRI99577,SOBRE TEKNOFAS OFICIO 24X34 CAFE PAQUETE DE 50 UNIDADES,TEKNOFAS,9484.444444444443,SOBRE OFICIO
PRISA,PRI19972,BOLSA DE ASEO BASULIP GIGANTE 110X120 CM 5 UNIDADES,BASULIP,7947.777777777777,BOLSA DE ASEO
PRISA,PRI44426,PALA ASEO DE VAIVEN BETTANIN CON CIERRE AUTOMATICO,BETTANIN,9595.555555555555,PALA ASEO DE
PRISA,PRI10225,CARGADOR DE PILAS MACROTEL W-338,MACROTEL,9597.777777777777,CARGADOR DE PILAS
PRISA,PRI60033,ESTUCHE ESCOLAR TOTTO MULTIUSO TABLERO 7CF,TOTTO,9597.777777777777,ESTUCHE ESCOLAR TOTTO
PRISA,PRI81130,ARCHIVADOR DWILLIAMS DOBLE CARTA BLANCO 2 AROS,DWILLIAMS,9605.555555555555,ARCHIVADOR DWILLIAMS DOBLE
PRISA,PRI45649,GUILLOTINA BARRILITO RODILLO ESCOLAR 40X10 CM,BARRILITO,9654.444444444443,GUILLOTINA BARRILITO RODILLO
PRISA,PRI82930NG,REPUESTO CUCHILLO CARTONERO OLFA LBB100 GRANDE NEGRO 10 UNIDADES,OLFA,9654.444444444443,REPUESTO CUCHILLO
PRISA,PRI82930,REPUESTO CUCHILLO OLFA UNIVERSAL GRANDE LB-10 10 UNIDADES,OLFA,9654.444444444443,REPUESTO CUCHILLO OLFA
PRISA,PRI78353,REPUESTO CUCHILLO OLFA UNIVERSAL GRANDE LSOL-10 10 UNIDADES,OLFA,9654.444444444443,REPUESTO CUCHILLO OLFA
PRISA,PRI85235,PAPELERO MACASI REDONDO CON PEDAL 13 L BLANCO,MACASI,9658.888888888889,PAPELERO MACASI REDONDO
PRISA,PRI82865,LIBRO DE ACTAS ORGAREX OFICIO 100 HOJAS,ORGAREX,4827.777777777777,LIBRO ACTAS
PRISA,PRI45990,LONCHERA ESCOLAR TILIBRA ACADEMIE METALIZADA,TILIBRA,9705.555555555555,LONCHERA TILIBRA
PRISA,PRI45989,LONCHERA ESCOLAR TILIBRA ACADEMIE NEGRA,TILIBRA,9705.555555555555,LONCHERA TILIBRA
PRISA,PRI16517,TIJERA 8.0 ISOFIT PARA OFICINA Y HOGAR 19 CM,ISOFIT,2108.8888888888887,TIJERA PARA
PRISA,PRI82885,CUCHILLO PARA TALLAR MADERA OLFA CK-2,OLFA,9714.444444444443,CUCHILLO PARA TALLAR
PRISA,PRI26820,MOUSE TECMASTER DUAL SLIM INALAMBRICO RECARGABLE,TECMASTER,9738.888888888889,MOUSE TECMASTER DUAL
PRISA,PRI65359,DETERGENTE POLVO DERSA ULTRA MATIC LAVANDA 5 KG,DERSA,9743.333333333334,DETERGENTE POLVO DERSA
PRISA,PRI78612,NOTA ADHESIVA 3M NOTEFIX 653 PASTEL 4 COLORES,NOTEFIX,1465.5555555555554,NOTA ADHESIVA
PRISA,PRI95149LI,CORCHETERA NOVUS B2 26/6 A 24/6 25 HOJAS LILA,NOVUS,5504.444444444444,CORCHETERA B
PRISA,PRI45445,PLUMON PIZARRA ADETEC 3 COLORES,ADETEC,1355.5555555555554,PLUMON PIZARRA
PRISA,PRI10350AZ,TINTA PARKER EN FRASCO PARA PLUMA AZUL,PARKER,9806.666666666666,TINTA PARKER EN
PRISA,PRI10350NG,TINTA PARKER EN FRASCO PARA PLUMA NEGRO,PARKER,9806.666666666666,TINTA PARKER EN
PRISA,PRI91762,DETERGENTE LIIQUIDO EXCELL PARA ROPA MULTIPOWER 3 L,EXCELL,9820.0,DETERGENTE LIIQUIDO EXCELL
PRISA,PRI70398,CAPSULA TIPO DOLCE GUSTO FOODNESS TE MATCHA 10 UNIDADES,FOODNESS,9823.333333333334,CAPSULA TIPO
PRISA,PRI88956,LAMINA TERMOLAMINADA GBC CARTA 3 229X292 75MC 100 UNIDADES,GBC,9823.333333333334,LAMINA GBC
PRISA,PRI28355,PARLANTE MAXELL CON USB COLOR NEGRO,MAXELL,9823.333333333334,PARLANTE MAXELL CON
PRISA,PRI91123EM,BOLSA DE ASEO VIRUTEX TRANSPARENTE 70X90 CM 5 PAQUETES DE 10 UNIDADES,VIRUTEX,8916.666666666666,BOLSA DE ASEO
PRISA,PRI86674,BARRA DE SILICONA HAND S7-KG 7 MM X 20 CM 1 KG,HAND,9858.888888888889,BARRA SILICONA
PRISA,PRI81772,LAVALOZAS BOSS ULLTRA 5 L,BOSS,7647.777777777777,LAVALOZAS ULLTRA
PRISA,PRI45825BL,BOLIGRAFO ZEBRA ROLLERBALL SARASA GRAND BLANCO,ZEBRA,9877.777777777777,BOLIGRAFO ZEBRA ROLLERBALL
PRISA,PRI45825NG,BOLIGRAFO ZEBRA ROLLERBALL SARASA GRAND NEGRO,ZEBRA,9877.777777777777,BOLIGRAFO ZEBRA ROLLERBALL
PRISA,PRI45825RO,BOLIGRAFO ZEBRA ROLLERBALL SARASA GRAND ROSADO,ZEBRA,9877.777777777777,BOLIGRAFO ZEBRA ROLLERBALL
PRISA,PRI82633,GALLETA SUPER 8 NESTLE CONFITES 24 UNIDADES,NESTLE,9877.777777777777,GALLETA SUPER 8 NESTLE
PRISA,PRI80370,PAPEL PLOTTER DIAZOL BOND 43.5 CM X 50 M,DIAZOL,9878.888888888889,PAPEL DIAZOL
PRISA,PRI84723,PAPEL PLOTTER DIAZOL BOND 61 CM X 50 M 80 G/M2 ROLLO,DIAZOL,9878.888888888889,PAPEL DIAZOL
PRISA,PRI14976,DISPENSADOR DE TOALLA OVELLA EXPERT AUTOCORTE BLANCO,OVELLA,9893.333333333334,DISPENSADOR DE TOALLA
PRISA,PRI13266NG,ESPIRALES ENCUADERNADO IBICO 58 PASOS 38 MM NEGRO 300 HOJAS 25 UNIDADES,IBICO,9900.0,ESPIRALES IBICO
PRISA,PRI86225,CALCULADORA BASICA ESCRITORIO CASIO 12 DIGITOS MX-120B,CASIO,9901.111111111111,CALCULADORA BASICA ESCRITORIO
PRISA,PRI88375,ESCOBILLON VIRUTEX PRO BARRE AGUA 55 CM,VIRUTEX PRO,9905.555555555555,ESCOBILLON VIRUTEX PRO
PRISA,PRI74175,ENDULZANTE D'STEVIA NATURAL 250 SOBRES,DSTEVIA,9908.888888888889,ENDULZANTE NATURAL
PRISA,PRI81839,LAMINA TERMOLAMINADA DIAZOL CARTA 3 23X29 CM 100 UNIDADES,DIAZOL,9908.888888888889,LAMINA DIAZOL
PRISA,PRI79012,PILA ALCALINA DURACELL AA TIRA 12 UNIDADES,DURACELL,10487.777777777777,PILA ALCALINA DURACELL
PRISA,PRI98177RJ,CERA LIQUIDA TREMEX AUTO BRILLO 5 L ROJO,TREMEX,9931.111111111111,CERA LIQUIDA TREMEX
PRISA,PRI98177INC,CERA LIQUIDA TREMEX AUTOBRILLO INCOLORA 5 L,TREMEX,9931.111111111111,CERA LIQUIDA TREMEX
PRISA,PRI12864T,CAFE INSTANTANEO NESCAFE DECAF TARRO 170 G,NESCAFE,9943.333333333334,CAFE INSTANTANEO NESCAFE
PRISA,PRI76249,LIBRETA MANIFOLD TRIPLICADA AUTOCOPIATIVO,GENERICO,9951.111111111111,LIBRETA TRIPLICADA
PRISA,PRI29994,BOTELLA DE TINTA BROTHER BT5001-C CIAN,BROTHER,9953.333333333334,BOTELLA DE TINTA
PRISA,PRI29995,BOTELLA DE TINTA BROTHER BT5001-M MAGENTA,BROTHER,9953.333333333334,BOTELLA DE TINTA
PRISA,PRI29996,BOTELLA DE TINTA BROTHER BT5001-Y AMARILLO,BROTHER,9953.333333333334,BOTELLA DE TINTA
PRISA,PRI85104,ALGODON AMERICANO HIDROFILO 1 KG,AMERICANO,9960.0,ALGODÓN
PRISA,PRI74304,JABON LIQUIDO TORK HAIR&BODY 1 L,TORK,9960.0,JABON LIQUIDO
PRISA,PRI23793,AIRE COMPRIMIDO K-BYTE REMOVEDOR DE PARTICULAS 340 G,K-BYTE,9976.666666666666,AIRE COMPRIMIDO K
PRISA,PRI95149VE,CORCHETERA NOVUS B2 26/6 A 24/6 25 HOJAS VERDE,NOVUS,5504.444444444444,CORCHETERA B
PRISA,PRI14121BL,ARCHIVADOR DWILLIAMS DOBLE CARTA BLANCO CON PRESENTACION 3 AROS 2.0,DWILLIAMS,9984.444444444443,ARCHIVADOR DOBLE
PRISA,PRI11611,LIBRO DE CONTABILIDAD BUHO DIARIO 100 HOJAS,BUHO,9984.444444444443,LIBRO DE CONTABILIDAD
PRISA,PRID269421,DICCIONARIO SOPENA ARISTOS ESPAOL ILUSTRADO,SOPENA,9992.222222222223,DICCIONARIO ARISTOS
PRISA,PRI28081,AUDIFONO MICROLAB AIR EXPERIENCE BLUETOOTH,MICROLAB,9993.333333333334,AUDIFONO AIR
PRISA,PRI34207VE,DESTACADOR BIC MARKING FLUORESCENTE VERDE,BIC,711.1111111111111,DESTACADOR MARKING
PRISA,PRI89969,REPUESTO CUCHILLO CARTONERO SELLOFFICE SK2500 GRANDE PROFESIONAL,SELLOFFICE,2327.777777777778,REPUESTO CUCHILLO CARTONERO
PRISA,PRI84757,SABORIZANTE PARA LECHE MILO TRADICIONAL CON ACTIV-GO POLVO TARRO 700 G,MILO,10042.222222222223,SABORIZANTE PARA
PRISA,PRI14886BL,ESPIRALES ENCUADERNADO DIAZOL 58 PASOS 18 MM BLANCO 50 UNIDADES¬†,DIAZOL,10061.111111111111,ESPIRALES DIAZOL
PRISA,PRI33662,GUANTES DE PVC STEELPRO ACID PRO LARGO TALLA L AZUL,STEELPRO,10145.555555555555,GUANTES DE
PRISA,PRI26260,MOUSE TRUST YVI USB INALAMBRICO MINI ROJO,TRUST,10145.555555555555,MOUSE TRUST YVI
PRISA,PRI98150,PORTASERVICIOS NUEVO HOGAR CROMADO PLASTIFICADO,NUEVO HOGAR,10145.555555555555,PORTASERVICIOS HOGAR
PRISA,PRI80542,ROLLO MAQUINA REGISTRADORA ENGATEL AUTOCOPIATIVO 57 MM X 25 M 10 ROLLOS,ENGATEL,10145.555555555555,ROLLO REGISTRADORA
PRISA,PRI29185,SOPORTE TECMASTER SMART TV / FLAT PANEL 13‚ÄÔ‚ÄÔ A 42‚ÄÔ‚ÄÔ,TECMASTER,10145.555555555555,SOPORTE TECMASTER
PRISA,PRI80012,CANDADO PROFESIONAL ODIS 710 31 MM,ODIS,10155.555555555555,CANDADO PROFESIONAL ODIS
PRISA,PRI19297,CAFE GRANO MOLIDO CARIBE DESCAFEINADO SUPERIOR 250 G,CAFE CARIBE,10162.222222222223,CAFE GRANO MOLIDO
PRISA,PRI93384,MOPA PLANA SECOWASH MICROFIBRA CON MANGO 40 CM,SECOWASH,10162.222222222223,MOPA PLANA SECOWASH
PRISA,PRI45407,REVISTERO OFICIO OFFIONE CUADRUPLE REJILLA NEGRO,OFFIONE,10162.222222222223,REVISTERO OFICIO OFFIONE
PRISA,PRI83943,PAPELERO SANREMO CON TAPA VAIVEN 8.8 L BEIGE,SANREMO,10187.777777777777,PAPELERO SANREMO CON
PRISA,PRI72686,LECHE EN POLVO LONCOLECHE DESCREMADA EXTRA CALCIO 800 G,LONCOLECHE,10200.0,LECHE EN
PRISA,PRI70148,JABON EN SPRAY KIMBERLY SCOTT ANTIBACTERIAL 400 ML,KIMBERLY,10204.444444444443,JABON EN SPRAY
PRISA,PRI79518,LAPIZ PASTA PAPER MATE KILOMETRICO INKJOY 100ST PUNTA MEDIA 1.0 MM CALISTER 40 UNIDADES,PAPER MATE,10205.555555555555,LAPIZ PAPER
PRISA,PRI78664,JUEGO DE AJEDREZ DACTIC MAGNETICO,DACTIC,10211.111111111111,JUEGO AJEDREZ
PRISA,PRI78679,JUEGO DE MESA DACTIC TRIVIA DE FUTBOL,DACTIC,10211.111111111111,JUEGO DE MESA
PRISA,PRI19898,CUCHILLO INDUSTRIAL CON SISTEMA AUTOMATICO OLFA METALICO,OLFA,10228.888888888889,CUCHILLO INDUSTRIAL CON
PRISA,PRI77689,ARENA MAGICA ADETEC 6 COLORES 100 GR,ADETEC,10231.111111111111,ARENA MAGICA ADETEC
PRISA,PRI70399,CAPSULAS TIPO DOLCE GUSTO FOODNESS MERMAID LATTE 10 UNIDADES,FOODNESS,10237.777777777777,CAPSULAS TIPO
PRISA,PRI11151,CINTA ADHESIVA 3M SCOTCH BOOK TAPE 845 38.1 MM 13.7 M,SCOTCH,10238.888888888889,CINTA M
PRISA,PRI12582,AZUCAR IANSA BLANCA 5 KG,IANSA,10247.777777777777,AZUCAR BLANCA
PRISA,PRI44424,BALDE PARA MOPAS BETTANIN CON ESCURRIDOR 14 L,BETTANIN,10264.444444444443,BALDE PARA MOPAS
PRISA,PRI20842,CINTA DE IMPRESORA EPSON S015329 NEGRO,EPSON,10272.222222222223,CINTA DE IMPRESORA
PRISA,PRI74305,JABON LIQUIDO TORK SUAVE 475 ML,TORK,10286.666666666666,JABON LIQUIDO
PRISA,PRI99681,MANTENEDOR PISO VIRGINIA PRO VIVA LAVANDA 5 L,VIRGINIA,10293.333333333334,MANTENEDOR PISO VIRGINIA
PRISA,PRI18298,CUCHILLO MULTIUSO ILKO PLUS 13 CM,ILKO,10294.444444444443,CUCHILLO MULTIUSO ILKO
PRISA,PRI65442,BLOQUES MAGNETICOS ADETEC DIDACTICO,ADETEC,10306.666666666666,BLOQUES ADETEC
PRISA,PRI10302,CORTINA DE BAO CON FORRO Y GANCHOS 1.8X.1.8 M,GENERICO,10331.111111111111,CORTINA BAO
PRISA,PRI79550,BANDEJA DE ESCRITORIO GEOPEN TRIPLE MALLA NEGRO,GEOPEN,10332.222222222223,BANDEJA DE ESCRITORIO
PRISA,PRI28004,ENDULZANTE ASPARTEME ONZA 0.5 G CAJA DE 1000 SACHET,ONZA,10332.222222222223,ENDULZANTE ONZA
PRISA,PRI28488,LAMPARA POWERLAB DE EMERGENCIA 42 LED RECARGABLE 8 HORAS,POWERLAB,10332.222222222223,LAMPARA POWERLAB
PRISA,PRI60059,SERVILLETA MESA TORK LINSTYLE PREMIUM HOJA SIMPLE 39X39 CM 50 UNIDADES,TORK,10393.333333333334,SERVILLETA TORK
PRISA,PRI28388,BOTELLA DE TINTA BROTHER BTD100 AMARILLO,BROTHER,10394.444444444443,BOTELLA DE TINTA
PRISA,PRI28385,BOTELLA DE TINTA BROTHER BTD100 CIAN,BROTHER,10394.444444444443,BOTELLA DE TINTA
PRISA,PRI28387,BOTELLA DE TINTA BROTHER BTD100 MAGENTA,BROTHER,10394.444444444443,BOTELLA DE TINTA
PRISA,PRI88876,BASURERO REDONDO SANREMO 17 L BLANCO,SANREMO,10423.333333333334,BASURERO REDONDO SANREMO
PRISA,PRI11360AM,CERA LIQUIDA NEO ABRILLANTABLE AMARILLA 5 L,NEO,10432.222222222223,CERA LIQUIDA NEO
PRISA,PRI11360NG,CERA LIQUIDA NEO ABRILLANTABLE NEGRA 5 L,NEO,10432.222222222223,CERA LIQUIDA NEO
PRISA,PRI11360RJ,CERA LIQUIDA NEO ABRILLANTABLE ROJA 5 L,NEO,10432.222222222223,CERA LIQUIDA NEO
PRISA,PRI18154,EXPRIMIDOR DE CITRICOS ILKO NEW LINE CON BASE,ILKO,10433.333333333334,EXPRIMIDOR DE CITRICOS
PRISA,PRI28730,BOTELLA DE TINTA EPSON T544120 NEGRO,EPSON,10458.888888888889,BOTELLA DE TINTA
PRISA,PRI28733,BOTELLA DE TINTA EPSON T544420 AMARILLO,EPSON,10458.888888888889,BOTELLA DE TINTA
PRISA,PRI14977,DISPENSADOR DE PAPEL HIGIENICO OVELLA EXPERT BLANCO,OVELLA,10465.555555555555,DISPENSADOR DE PAPEL
PRISA,PRI15300,TAMPON ARTLINE DACTILAR,ARTLINE,10467.777777777777,TAMPON DACTILAR
PRISA,PRI70108UNI,TOALLA DE PAPEL SCOTT JUMBO 1 ROLLO 177 M HOJA SIMPLE,SCOTT,10470.0,TOALLA DE PAPEL
PRISA,PRI28054,ACEITE DE OLIVA O-LIVE & CO EXTRA VIRGEN ORIGINAL 500 ML,O-LIVE & CO,10476.666666666666,ACEITE DE OLIVA
PRISA,PRI28731,BOTELLA DE TINTA EPSON T544220 CIAN,EPSON,10476.666666666666,BOTELLA DE TINTA
PRISA,PRI18841,MEZCLA POLVO PARA CAFETERA MILANO LECHE DESCREMADA 500 G,NESCAFE,10477.777777777777,MEZCLA POLVO
PRISA,PRI81040,CARPETA FUELLE LETRA MENSUAL,GENERICO,10484.444444444443,CARPETA LETRA
PRISA,PRI33250,CONO DE SEÑALIZACION 70 CM,GENERICO,10484.444444444443,CONO SEÑALIZACION
PRISA,PRI92433,PILA DURACELL ALCALINA AA 12 UNIDADES,DURACELL,10487.777777777777,PILA DURACELL ALCALINA
PRISA,PRI92430,PILA DURACELL ALCALINA AAA 12 UNIDADES,DURACELL,10487.777777777777,PILA DURACELL ALCALINA
PRISA,PRI18760NA,MICA ENCUADERNAR DIAZOL CARTA LISA NATURAL P/P 100 UNIDADES 200 MIC,DIAZOL,10492.222222222223,MICA ENCUADERNAR
PRISA,PRI10231,LIBRO DE ACTAS ARON LINEAL CON FOLIO 400 HOJAS,ARON,10493.333333333334,LIBRO DE
PRISA,PRI19296,CAFE GRANO MOLIDO CARIBE CHIAPAS SUPERIOR 250 G,CAFE CARIBE,10501.111111111111,CAFE GRANO MOLIDO
PRISA,PRI91032,LIBRO DE REGISTRO BUHO RETIRO DE DOCUMENTOS N°2087 16 HOJAS,BUHO,10517.777777777777,LIBRO DE
PRISA,PRI99159,CUADERNO BUHO INDICE LI N°595 192 HOJAS,BUHO,10526.666666666666,CUADERNO BUHO INDICE
PRISA,PRI78217,ENCENDEDOR BIC MANUAL J5 MINI SURTIDO DISPLAY DE 20 UNIDADES,BIC,10534.444444444443,ENCENDEDOR BIC
PRISA,PRI71288,PIZARRA MAGNETICA BISILQUE ESCOLAR DOBLE CARA 21X29 CM,BISILQUE,10538.888888888889,PIZARRA MAGNETICA BISILQUE
PRISA,PRI91031,LIBRO DE EDUCACION BUHO PLAN INTEGRAL DE SEGURIDAD ESCOLAR N°2057 16 HOJAS,BUHO,10553.333333333334,LIBRO DE
PRISA,PRI87942,LIBRO DE EDUCACION BUHO REGISTRO DE ACCIDENTES ESCOLARES N°2059 16 HOJAS,BUHO,10553.333333333334,LIBRO DE
PRISA,PRI27228,BOTELLA DE TINTA EPSON T664120 NEGRO,EPSON,10561.111111111111,BOTELLA DE TINTA
PRISA,PRI18643,CINTA MULTIUSO 3M DE DUCTO 48 MM X 24.7 M GRIS,3M,10562.222222222223,CINTA M
PRISA,PRI28348,MOUSE KENSINGTON IN- A-BOXTM EQ ALAMBRICO NEGRO,KENSINGTON,10567.777777777777,MOUSE KENSINGTON IN
PRISA,PRI95149GR,CORCHETERA NOVUS B2 26/6 A 24/6 GRIS 25 HOJAS,NOVUS,5504.444444444444,CORCHETERA B
PRISA,PRI63109,MOUSE CON CABLE KENSINGTON USB FOR LIFE 3 BOTONES SCROLL,KENSINGTON,10570.0,MOUSE CON
PRISA,PRI27229,BOTELLA DE TINTA EPSON T664220 CIAN,EPSON,10576.666666666666,BOTELLA DE TINTA
PRISA,PRI27231,BOTELLA DE TINTA EPSON T664420 AMARILLO,EPSON,10576.666666666666,BOTELLA DE TINTA
PRISA,PRI43809G,PAÑAL PARA ADULTO EMUMED PANTS GRANDE 18 UNIDADES,EMUMED,10576.666666666666,PAÑAL PARA ADULTO
PRISA,PRI43809M,PAÑAL PARA ADULTO EMUMED PANTS MEDIANO 18 UNIDADES,EMUMED,10576.666666666666,PAÑAL PARA ADULTO
PRISA,PRI45403,BANDEJA DE ESCRITORIO CUADRUPLE OFFIONE MALLA METALICA,OFFIONE,10586.666666666666,BANDEJA DE ESCRITORIO
PRISA,PRI78651,LAPICES DE COLORES PRISMACOLOR LARGO JUNIOR MINA 4 MM 36 UNIDADES,PRISMACOLOR,10586.666666666666,LAPICES DE
PRISA,PRI88240,LIBRO DE EDUCACION BUHO ACTAS (COMPOSICION) N°2082 200 HOJAS,BUHO,10586.666666666666,LIBRO DE
PRISA,PRI88243,LIBRO DE EDUCACION BUHO ASISTENCIA MENSUAL N°2083 OFICIO 200 HOJAS,BUHO,10586.666666666666,LIBRO DE
PRISA,PRI10135AM,PAPEL FOTOCOPIA DIAZOL A4 250 HOJAS AMARILLO,DIAZOL,10597.777777777777,PAPEL FOTOCOPIA DIAZOL
PRISA,PRI10135AZ,PAPEL FOTOCOPIA DIAZOL A4 250 HOJAS AZUL,DIAZOL,10597.777777777777,PAPEL FOTOCOPIA DIAZOL
PRISA,PRI10135RO,PAPEL FOTOCOPIA DIAZOL A4 250 HOJAS ROSADO,DIAZOL,10597.777777777777,PAPEL FOTOCOPIA DIAZOL
PRISA,PRI10135VE,PAPEL FOTOCOPIA DIAZOL A4 250 HOJAS VERDE,DIAZOL,10597.777777777777,PAPEL FOTOCOPIA DIAZOL
PRISA,PRI29106CI,LIMPIADOR PISO DIVERSEY FLASH CITRICO 5 L,FLASH,10603.333333333334,LIMPIADOR PISO DIVERSEY
PRISA,PRI29106LA,LIMPIADOR PISO DIVERSEY FLASH LAVANDA 5 L,FLASH,10603.333333333334,LIMPIADOR PISO DIVERSEY
PRISA,PRI28584,BOTELLA DE TINTA EPSON T504220 CIAN,EPSON,10608.888888888889,BOTELLA DE TINTA
PRISA,PRI28585,BOTELLA DE TINTA EPSON T504320 MAGENTA,EPSON,10608.888888888889,BOTELLA DE TINTA
PRISA,PRI28586,BOTELLA DE TINTA EPSON T504420 AMARILLO,EPSON,10608.888888888889,BOTELLA DE TINTA
PRISA,PRI44532,TOALLA DE PAPEL ECOROLL ECONOMICA 2 ROLLOS 250 M HOJA SIMPLE,ECOROLL,10620.0,TOALLA DE PAPEL
